,targetdataset,sourcedataset
8132,20,45
8133,27,36
8134,11,8
8135,71,30
8136,64,34
8137,4,1
8138,16,44
8139,17,48
8140,18,21
8141,47,62
8142,25,54
8143,9,63
8144,60,34
8145,26,5
8146,62,30
8147,26,1
8148,16,46
8149,46,44
8150,51,10
8151,22,37
8152,1,28
8153,30,9
8154,77,14
8155,69,77
8156,0,29
8157,0,34
8158,21,69
8159,12,31
8160,8,13
8161,44,14
8162,29,68
8163,64,37
8164,75,29
8165,8,64
8166,6,3
8167,35,50
8168,70,22
8169,23,68
8170,33,57
8171,7,43
8172,18,4
8173,61,12
8174,35,12
8175,15,45
8176,33,49
8177,1,55
8178,73,19
8179,73,79
8180,47,33
8181,15,53
8182,68,16
8183,10,3
8184,50,19
8185,78,56
8186,72,69
8187,8,20
8188,60,34
8189,8,46
8190,48,63
8191,63,67
8192,46,54
8193,52,32
8194,64,58
8195,79,50
8196,50,0
8197,69,38
8198,39,59
8199,20,60
8200,6,0
8201,29,17
8202,78,54
8203,60,21
8204,34,26
8205,43,40
8206,41,20
8207,75,67
8208,57,4
8209,23,76
8210,74,76
8211,31,62
8212,53,35
8213,8,20
8214,11,57
8215,55,76
8216,77,33
8217,45,47
8218,27,6
8219,4,47
8220,26,10
8221,29,74
8222,6,74
8223,6,45
8224,27,59
8225,16,77
8226,9,40
8227,0,79
8228,47,2
8229,33,61
8230,25,71
8231,5,23
8232,65,41
8233,42,77
8234,61,72
8235,12,11
8236,57,53
8237,53,50
8238,37,66
8239,26,19
8240,41,43
8241,68,10
8242,41,64
8243,18,75
8244,76,18
8245,28,15
8246,57,10
8247,50,67
8248,15,39
8249,35,14
8250,31,78
8251,26,57
8252,7,32
8253,72,76
8254,70,18
8255,40,65
8256,16,33
8257,33,73
8258,57,67
8259,62,36
8260,32,15
8261,67,1
8262,31,29
8263,51,62
8264,42,21
8265,32,34
8266,20,59
8267,69,23
8268,79,7
8269,47,22
8270,16,21
8271,33,32
8272,70,9
8273,27,52
8274,25,40
8275,60,15
8276,46,70
8277,67,79
8278,9,6
8279,13,51
8280,76,70
8281,34,37
8282,15,58
8283,35,60
8284,64,44
8285,78,15
8286,29,69
8287,4,79
8288,65,57
8289,68,24
8290,8,55
8291,11,64
8292,71,35
8293,79,61
8294,42,45
8295,18,8
8296,5,62
8297,39,40
8298,30,74
8299,13,21
8300,66,17
8301,59,41
8302,5,58
8303,45,57
8304,45,47
8305,46,61
8306,39,70
8307,61,11
8308,65,53
8309,7,30
8310,15,11
8311,74,7
8312,38,10
8313,43,4
8314,57,58
8315,45,62
8316,62,6
8317,57,58
8318,27,29
8319,78,60
8320,26,57
8321,51,22
8322,24,64
8323,47,22
8324,61,58
8325,12,33
8326,30,74
8327,37,53
8328,56,8
8329,72,46
8330,51,57
8331,27,39
8332,29,75
8333,8,33
8334,33,34
8335,7,33
8336,11,47
8337,25,62
8338,23,71
8339,53,68
8340,21,79
8341,19,2
8342,54,17
8343,39,54
8344,25,64
8345,67,40
8346,24,42
8347,77,22
8348,0,46
8349,18,5
8350,54,4
8351,65,73
8352,54,39
8353,27,3
8354,60,76
8355,78,51
8356,71,16
8357,16,29
8358,27,35
8359,4,17
8360,25,10
8361,17,43
8362,25,27
8363,14,45
8364,72,77
8365,53,6
8366,14,77
8367,19,74
8368,71,29
8369,1,7
8370,69,38
8371,9,70
8372,35,71
8373,34,35
8374,24,46
8375,11,27
8376,48,25
8377,16,11
8378,63,52
8379,79,55
8380,49,78
8381,11,22
8382,35,29
8383,28,35
8384,67,14
8385,50,47
8386,68,42
8387,71,73
8388,55,32
8389,12,10
8390,10,72
8391,8,50
8392,72,77
8393,61,67
8394,22,40
8395,2,25
8396,39,61
8397,5,61
8398,58,1
8399,7,78
8400,7,48
8401,26,31
8402,72,20
8403,61,2
8404,60,66
8405,3,60
8406,78,19
8407,35,67
8408,45,77
8409,18,50
8410,55,67
8411,6,56
8412,67,79
8413,14,65
8414,23,28
8415,65,55
8416,54,50
8417,44,0
8418,58,41
8419,37,10
8420,15,48
8421,42,61
8422,67,37
8423,79,32
8424,71,45
8425,62,29
8426,67,60
8427,1,42
8428,58,69
8429,73,25
8430,19,58
8431,11,78
8432,67,74
8433,49,25
8434,45,79
8435,66,23
8436,41,15
8437,34,0
8438,45,11
8439,10,63
8440,21,68
8441,40,6
8442,25,68
8443,60,35
8444,52,9
8445,34,16
8446,6,54
8447,44,69
8448,58,8
8449,14,11
8450,10,78
8451,48,41
8452,23,55
8453,78,6
8454,40,31
8455,52,28
8456,11,48
8457,2,42
8458,67,23
8459,28,15
8460,71,41
8461,33,26
8462,69,6
8463,40,76
8464,39,62
8465,56,6
8466,53,42
8467,22,72
8468,68,13
8469,51,42
8470,54,65
8471,16,66
8472,64,14
8473,54,79
8474,67,73
8475,23,57
8476,68,41
8477,64,4
8478,8,34
8479,61,79
8480,61,63
8481,58,3
8482,36,39
8483,70,64
8484,60,52
8485,70,11
8486,51,16
8487,76,46
8488,51,48
8489,43,31
8490,6,62
8491,7,22
8492,11,13
8493,2,25
8494,62,32
8495,34,3
8496,76,12
8497,59,8
8498,11,41
8499,2,22
8500,37,15
8501,18,4
8502,27,52
8503,56,68
8504,37,15
8505,48,2
8506,5,36
8507,71,13
8508,31,67
8509,3,72
8510,14,37
8511,74,0
8512,17,50
8513,10,42
8514,70,77
8515,19,14
8516,28,50
8517,45,66
8518,71,79
8519,75,58
8520,54,2
8521,75,40
8522,27,10
8523,36,50
8524,49,11
8525,35,26
8526,5,4
8527,19,4
8528,29,57
8529,38,62
8530,4,26
8531,52,54
8532,63,27
8533,43,12
8534,45,46
8535,71,10
8536,66,13
8537,12,58
8538,45,42
8539,75,2
8540,46,21
8541,17,11
8542,15,20
8543,17,6
8544,55,8
8545,55,66
8546,13,74
8547,33,34
8548,9,58
8549,35,61
8550,53,34
8551,77,46
8552,68,35
8553,54,32
8554,35,48
8555,27,65
8556,27,0
8557,4,22
8558,13,71
8559,18,15
8560,36,23
8561,21,28
8562,67,33
8563,36,7
8564,38,29
8565,59,68
8566,61,64
8567,15,77
8568,54,32
8569,16,3
8570,11,4
8571,14,62
8572,26,50
8573,65,5
8574,46,36
8575,60,47
8576,48,59
8577,13,43
8578,28,36
8579,76,20
8580,5,10
8581,55,72
8582,79,14
8583,71,36
8584,13,58
8585,76,28
8586,56,11
8587,31,10
8588,9,53
8589,78,24
8590,39,35
8591,61,7
8592,33,30
8593,14,72
8594,14,18
8595,37,25
8596,63,52
8597,47,75
8598,2,75
8599,46,36
8600,18,63
8601,34,30
8602,54,22
8603,60,71
8604,77,66
8605,2,75
8606,69,56
8607,44,29
8608,43,37
8609,30,56
8610,19,32
8611,72,58
8612,49,46
8613,51,56
8614,26,37
8615,52,29
8616,1,55
8617,38,67
8618,54,44
8619,9,28
8620,27,38
8621,18,63
8622,40,69
8623,64,7
8624,1,40
8625,30,61
8626,71,53
8627,65,39
8628,42,13
8629,0,11
8630,33,54
8631,30,75
8632,33,59
8633,23,10
8634,73,19
8635,40,70
8636,20,21
8637,35,47
8638,48,57
8639,18,62
8640,75,27
8641,24,3
8642,74,49
8643,31,49
8644,43,76
8645,14,76
8646,56,59
8647,74,48
8648,18,51
8649,33,52
8650,40,31
8651,67,70
8652,62,1
8653,20,55
8654,12,52
8655,72,16
8656,0,19
8657,46,12
8658,59,44
8659,68,8
8660,20,40
8661,18,3
8662,73,33
8663,66,36
8664,13,79
8665,1,44
8666,70,28
8667,57,71
8668,44,28
8669,11,26
8670,40,34
8671,10,11
8672,63,29
8673,42,74
8674,9,37
8675,66,71
8676,17,25
8677,30,69
8678,5,52
8679,41,71
8680,76,58
8681,70,42
8682,72,64
8683,6,26
8684,50,54
8685,52,40
8686,60,15
8687,76,29
8688,67,64
8689,23,35
8690,12,34
8691,67,43
8692,52,7
8693,42,61
8694,20,72
8695,32,47
8696,11,58
8697,46,34
8698,18,27
8699,42,8
8700,24,47
8701,10,47
8702,26,45
8703,37,8
8704,9,79
8705,11,6
8706,72,41
8707,51,16
8708,69,6
8709,9,40
8710,35,23
8711,71,55
8712,48,35
8713,54,51
8714,10,14
8715,14,64
8716,59,57
8717,5,11
8718,65,58
8719,54,46
8720,40,32
8721,31,69
8722,2,32
8723,42,38
8724,24,65
8725,77,4
8726,16,10
8727,16,35
8728,54,53
8729,28,3
8730,48,74
8731,11,41
8732,75,9
8733,64,79
8734,45,63
8735,12,37
8736,8,50
8737,25,2
8738,7,66
8739,8,2
8740,30,7
8741,62,49
8742,77,10
8743,47,0
8744,48,77
8745,61,42
8746,33,15
8747,77,47
8748,12,47
8749,17,78
8750,9,3
8751,27,7
8752,43,31
8753,76,38
8754,14,27
8755,51,14
8756,43,18
8757,10,63
8758,18,64
8759,75,14
8760,39,57
8761,25,79
8762,79,17
8763,46,26
8764,76,59
8765,29,59
8766,79,25
8767,53,51
8768,24,28
8769,64,32
8770,20,1
8771,43,71
8772,2,69
8773,64,42
8774,36,0
8775,6,1
8776,77,78
8777,3,1
8778,45,51
8779,10,47
8780,54,47
8781,40,15
8782,54,55
8783,62,77
8784,52,43
8785,42,11
8786,24,72
8787,44,15
8788,51,44
8789,0,78
8790,40,44
8791,56,68
8792,3,69
8793,61,44
8794,52,2
8795,34,72
8796,37,23
8797,28,6
8798,62,2
8799,40,23
8800,48,33
8801,12,1
8802,59,29
8803,9,21
8804,17,75
8805,14,31
8806,24,10
8807,4,17
8808,71,11
8809,38,28
8810,47,32
8811,23,62
8812,74,76
8813,43,27
8814,63,70
8815,18,5
8816,55,60
8817,13,49
8818,66,30
8819,33,27
8820,51,3
8821,25,69
8822,50,7
8823,18,4
8824,17,26
8825,17,8
8826,54,55
8827,59,65
8828,4,43
8829,33,61
8830,9,5
8831,58,15
8832,25,26
8833,36,18
8834,36,60
8835,62,40
8836,32,47
8837,25,23
8838,9,79
8839,32,3
8840,13,57
8841,63,36
8842,36,41
8843,51,48
8844,76,13
8845,16,26
8846,20,51
8847,50,58
8848,23,63
8849,50,65
8850,56,78
8851,31,1
8852,19,10
8853,14,42
8854,43,69
8855,74,29
8856,8,1
8857,52,79
8858,43,10
8859,12,9
8860,45,78
8861,31,72
8862,43,76
8863,4,3
8864,38,25
8865,76,26
8866,74,79
8867,13,19
8868,61,71
8869,14,2
8870,39,48
8871,65,73
8872,1,16
8873,48,38
8874,55,11
8875,62,22
8876,48,73
8877,1,21
8878,73,33
8879,41,43
8880,77,4
8881,5,15
8882,20,14
8883,32,27
8884,55,6
8885,8,44
8886,2,55
8887,38,4
8888,63,58
8889,51,29
8890,70,25
8891,70,1
8892,22,15
8893,3,75
8894,5,16
8895,76,16
8896,38,37
8897,5,25
8898,24,1
8899,64,48
8900,51,39
8901,60,33
8902,67,6
8903,15,67
8904,48,52
8905,10,77
8906,47,43
8907,43,68
8908,36,47
8909,62,17
8910,15,27
8911,75,12
8912,43,50
8913,45,13
8914,11,27
8915,68,13
8916,77,48
8917,48,70
8918,64,5
8919,53,10
8920,54,67
8921,58,22
8922,6,37
8923,44,55
8924,45,2
8925,29,69
8926,19,27
8927,74,47
8928,60,17
8929,6,43
8930,14,33
8931,54,2
8932,9,7
8933,60,69
8934,24,63
8935,45,60
8936,72,25
8937,51,39
8938,72,4
8939,63,14
8940,70,65
8941,49,79
8942,15,2
8943,6,66
8944,53,74
8945,35,39
8946,48,8
8947,68,76
8948,30,4
8949,2,13
8950,21,49
8951,30,67
8952,67,43
8953,52,33
8954,10,46
8955,42,61
8956,11,78
8957,77,73
8958,44,15
8959,6,65
8960,8,11
8961,4,36
8962,58,6
8963,43,73
8964,4,13
8965,44,36
8966,8,62
8967,36,37
8968,37,4
8969,71,33
8970,42,64
8971,16,39
8972,79,0
8973,58,65
8974,47,67
8975,23,49
8976,78,68
8977,27,60
8978,70,76
8979,15,11
8980,31,30
8981,47,71
8982,46,77
8983,50,2
8984,1,49
8985,1,21
8986,42,26
8987,56,21
8988,18,41
8989,22,12
8990,78,23
8991,26,49
8992,50,33
8993,58,74
8994,26,27
8995,2,19
8996,0,77
8997,17,19
8998,9,40
8999,66,40
9000,63,66
9001,26,29
9002,54,22
9003,60,40
9004,64,49
9005,20,79
9006,34,5
9007,53,25
9008,78,69
9009,16,67
9010,56,68
9011,47,75
9012,14,75
9013,42,67
9014,12,8
9015,34,72
9016,6,28
9017,1,62
9018,40,69
9019,73,74
9020,60,19
9021,12,74
9022,53,14
9023,60,54
9024,9,7
9025,72,59
9026,19,68
9027,12,34
9028,33,30
9029,25,13
9030,76,59
9031,12,37
9032,34,25
9033,66,24
9034,55,58
9035,69,74
9036,52,59
9037,57,5
9038,60,12
9039,49,13
9040,54,49
9041,34,6
9042,66,24
9043,12,74
9044,10,68
9045,17,33
9046,65,32
9047,9,36
9048,34,47
9049,24,62
9050,23,48
9051,8,51
9052,58,1
9053,2,0
9054,69,34
9055,44,53
9056,10,23
9057,12,24
9058,18,58
9059,51,18
9060,58,6
9061,54,59
9062,35,77
9063,31,47
9064,51,74
9065,43,39
9066,69,58
9067,72,28
9068,78,42
9069,41,46
9070,64,43
9071,12,21
9072,2,1
9073,29,44
9074,30,19
9075,42,19
9076,61,38
9077,20,53
9078,39,58
9079,11,33
9080,16,32
9081,28,11
9082,34,55
9083,8,74
9084,24,62
9085,21,46
9086,25,73
9087,38,1
9088,73,38
9089,31,46
9090,42,10
9091,21,65
9092,11,73
9093,71,72
9094,24,75
9095,63,20
9096,31,10
9097,7,45
9098,29,8
9099,3,41
9100,55,10
9101,47,71
9102,53,52
9103,43,67
9104,51,69
9105,41,1
9106,6,55
9107,47,51
9108,45,43
9109,23,21
9110,56,75
9111,48,24
9112,34,18
9113,60,14
9114,33,66
9115,51,0
9116,33,6
9117,31,14
9118,31,27
9119,49,5
9120,78,5
9121,56,9
9122,22,11
9123,13,4
9124,44,50
9125,0,68
9126,49,72
9127,12,30
9128,56,61
9129,53,56
9130,13,32
9131,52,72
9132,0,69
9133,64,44
9134,3,27
9135,57,10
9136,4,3
9137,78,20
9138,74,43
9139,39,41
9140,70,48
9141,55,37
9142,59,24
9143,69,19
9144,18,70
9145,32,74
9146,47,29
9147,24,26
9148,40,35
9149,52,68
9150,77,42
9151,74,53
9152,8,27
9153,44,35
9154,33,46
9155,62,75
9156,29,24
9157,16,77
9158,34,24
9159,52,0
9160,25,10
9161,61,60
9162,23,4
9163,2,20
9164,19,31
9165,18,41
9166,22,26
9167,4,29
9168,32,51
9169,15,59
9170,31,35
9171,25,32
9172,27,67
9173,46,39
9174,73,76
9175,78,33
9176,13,25
9177,23,54
9178,4,17
9179,10,56
9180,41,52
9181,56,23
9182,62,20
9183,40,10
9184,49,54
9185,20,45
9186,17,21
9187,10,1
9188,76,40
9189,67,26
9190,26,75
9191,37,67
9192,44,18
9193,11,73
9194,34,61
9195,15,59
9196,62,31
9197,61,35
9198,49,69
9199,36,37
9200,74,39
9201,19,44
9202,66,42
9203,77,47
9204,48,74
9205,56,10
9206,54,19
9207,7,30
9208,17,16
9209,28,32
9210,79,67
9211,71,11
9212,35,5
9213,32,69
9214,45,52
9215,7,71
9216,71,61
9217,34,51
9218,10,74
9219,76,60
9220,66,76
9221,67,26
9222,75,37
9223,78,45
9224,51,20
9225,6,35
9226,6,73
9227,34,26
9228,27,26
9229,35,29
9230,46,4
9231,75,43
9232,77,16
9233,59,1
9234,19,24
9235,45,42
9236,32,25
9237,12,57
9238,16,73
9239,58,22
9240,77,46
9241,52,63
9242,67,53
9243,15,32
9244,22,55
9245,58,27
9246,70,79
9247,27,66
9248,54,41
9249,65,38
9250,19,42
9251,44,53
9252,13,54
9253,72,30
9254,32,1
9255,5,76
9256,50,30
9257,32,43
9258,79,31
9259,50,29
9260,6,78
9261,48,60
9262,26,57
9263,52,54
9264,62,55
9265,72,70
9266,44,27
9267,24,1
9268,26,46
9269,50,19
9270,71,59
9271,23,1
9272,60,52
9273,76,43
9274,47,73
9275,74,67
9276,7,10
9277,47,43
9278,16,35
9279,18,35
9280,64,61
9281,29,59
9282,66,72
9283,39,60
9284,25,53
9285,79,33
9286,33,29
9287,50,8
9288,33,47
9289,78,41
9290,49,31
9291,48,51
9292,29,54
9293,59,6
9294,0,41
9295,45,10
9296,47,9
9297,44,23
9298,56,50
9299,20,21
9300,16,52
9301,10,65
9302,34,33
9303,64,54
9304,12,53
9305,52,7
9306,24,39
9307,61,26
9308,45,14
9309,72,0
9310,16,64
9311,19,23
9312,30,19
9313,39,24
9314,53,1
9315,10,48
9316,17,67
9317,36,31
9318,11,15
9319,72,2
9320,32,42
9321,61,77
9322,52,46
9323,27,52
9324,20,44
9325,27,5
9326,11,33
9327,73,75
9328,25,33
9329,22,63
9330,78,21
9331,4,63
9332,28,70
9333,72,70
9334,69,79
9335,69,76
9336,20,5
9337,39,28
9338,7,19
9339,31,11
9340,60,18
9341,4,66
9342,79,74
9343,4,61
9344,50,75
9345,41,36
9346,65,38
9347,6,55
9348,20,40
9349,29,45
9350,4,5
9351,57,38
9352,9,40
9353,38,64
9354,42,35
9355,34,74
9356,66,11
9357,34,4
9358,58,1
9359,2,47
9360,59,47
9361,16,15
9362,63,71
9363,7,74
9364,8,59
9365,46,74
9366,44,3
9367,43,8
9368,8,35
9369,20,0
9370,35,9
9371,52,41
9372,5,30
9373,3,59
9374,7,51
9375,9,30
9376,61,47
9377,79,37
9378,3,23
9379,71,47
9380,1,0
9381,17,8
9382,60,51
9383,11,77
9384,61,15
9385,28,55
9386,71,66
9387,11,17
9388,6,41
9389,20,13
9390,40,46
9391,11,4
9392,2,54
9393,40,24
9394,75,5
9395,55,10
9396,52,36
9397,61,0
9398,19,47
9399,18,39
9400,31,50
9401,70,50
9402,62,16
9403,63,6
9404,63,13
9405,1,61
9406,62,39
9407,34,41
9408,5,31
9409,42,37
9410,78,63
9411,28,24
9412,6,24
9413,51,31
9414,0,41
9415,48,35
9416,38,56
9417,61,36
9418,0,68
9419,18,76
9420,24,6
9421,46,79
9422,44,77
9423,1,24
9424,20,68
9425,76,77
9426,54,8
9427,57,47
9428,28,11
9429,14,55
9430,29,5
9431,75,50
9432,37,42
9433,48,39
9434,45,24
9435,58,60
9436,42,52
9437,27,66
9438,23,50
9439,13,79
9440,67,22
9441,5,13
9442,78,26
9443,44,35
9444,23,69
9445,47,72
9446,73,0
9447,16,23
9448,66,27
9449,47,49
9450,64,27
9451,40,48
9452,13,16
9453,10,4
9454,6,8
9455,75,1
9456,42,16
9457,59,65
9458,68,22
9459,7,70
9460,37,1
9461,61,68
9462,20,24
9463,7,67
9464,45,40
9465,25,17
9466,42,58
9467,7,58
9468,60,6
9469,46,58
9470,55,53
9471,30,33
9472,28,2
9473,9,47
9474,21,9
9475,79,43
9476,34,48
9477,38,3
9478,40,28
9479,65,67
9480,29,59
9481,29,5
9482,75,58
9483,64,51
9484,0,35
9485,9,58
9486,62,19
9487,68,59
9488,60,50
9489,11,40
9490,5,47
9491,14,29
9492,53,25
9493,29,19
9494,45,17
9495,10,77
9496,48,12
9497,42,75
9498,58,68
9499,46,19
9500,52,13
9501,9,48
9502,32,61
9503,6,64
9504,70,5
9505,64,75
9506,16,38
9507,55,3
9508,0,40
9509,19,34
9510,33,10
9511,59,26
9512,57,64
9513,61,65
9514,58,7
9515,79,7
9516,76,39
9517,58,56
9518,10,39
9519,62,11
9520,0,64
9521,31,78
9522,68,57
9523,15,50
9524,32,56
9525,64,22
9526,7,50
9527,5,56
9528,8,39
9529,21,16
9530,63,31
9531,25,12
9532,34,13
9533,72,52
9534,9,12
9535,54,21
9536,30,63
9537,73,66
9538,32,47
9539,69,24
9540,69,36
9541,66,1
9542,8,9
9543,40,79
9544,27,6
9545,23,2
9546,23,43
9547,10,47
9548,15,31
9549,15,33
9550,29,74
9551,62,45
9552,64,68
9553,10,49
9554,69,40
9555,65,16
9556,21,0
9557,15,16
9558,15,25
9559,21,26
9560,36,28
9561,22,19
9562,16,15
9563,49,13
9564,0,75
9565,76,19
9566,47,66
9567,77,42
9568,55,25
9569,60,79
9570,43,42
9571,60,34
9572,58,56
9573,62,7
9574,76,18
9575,24,17
9576,72,63
9577,33,79
9578,67,52
9579,37,60
9580,51,31
9581,61,62
9582,33,32
9583,78,8
9584,14,48
9585,36,42
9586,2,72
9587,16,66
9588,12,67
9589,69,15
9590,39,25
9591,60,54
9592,42,29
9593,45,36
9594,27,59
9595,23,75
9596,69,23
9597,66,3
9598,13,42
9599,51,2
9600,62,4
9601,71,25
9602,28,19
9603,63,57
9604,13,66
9605,55,6
9606,59,69
9607,24,48
9608,50,28
9609,64,31
9610,44,16
9611,55,45
9612,34,53
9613,13,14
9614,3,11
9615,7,11
9616,34,57
9617,54,43
9618,46,21
9619,6,2
9620,45,41
9621,45,22
9622,65,60
9623,76,0
9624,75,29
9625,35,28
9626,7,61
9627,48,9
9628,70,8
9629,69,2
9630,66,51
9631,72,9
9632,74,77
9633,72,34
9634,59,78
9635,25,22
9636,29,5
9637,10,52
9638,28,50
9639,37,5
9640,53,79
9641,10,5
9642,74,41
9643,79,74
9644,44,33
9645,46,34
9646,66,34
9647,46,38
9648,2,11
9649,49,36
9650,8,60
9651,1,63
9652,11,0
9653,40,2
9654,74,7
9655,19,35
9656,15,61
9657,12,6
9658,45,28
9659,74,26
9660,47,77
9661,60,59
9662,1,17
9663,30,46
9664,45,40
9665,52,10
9666,79,76
9667,14,0
9668,3,60
9669,8,74
9670,39,66
9671,46,38
9672,30,47
9673,35,14
9674,59,74
9675,28,51
9676,6,78
9677,52,32
9678,42,70
9679,19,63
9680,6,76
9681,60,16
9682,12,24
9683,62,34
9684,78,52
9685,6,52
9686,4,3
9687,53,44
9688,49,65
9689,28,74
9690,63,60
9691,54,49
9692,53,48
9693,40,13
9694,13,20
9695,3,79
9696,55,76
9697,67,29
9698,10,18
9699,59,65
9700,70,72
9701,60,45
9702,73,72
9703,10,51
9704,36,43
9705,76,12
9706,18,51
9707,13,58
9708,0,34
9709,18,73
9710,61,5
9711,31,62
9712,27,77
9713,39,40
9714,22,50
9715,35,37
9716,37,1
9717,2,48
9718,61,40
9719,42,12
9720,61,77
9721,18,70
9722,61,68
9723,25,52
9724,62,51
9725,17,7
9726,37,42
9727,7,31
9728,42,58
9729,69,13
9730,64,54
9731,59,66
9732,49,34
9733,74,9
9734,74,50
9735,77,11
9736,36,46
9737,18,13
9738,64,27
9739,56,2
9740,20,71
9741,19,17
9742,76,63
9743,55,43
9744,6,66
9745,35,48
9746,57,46
9747,60,35
9748,55,65
9749,28,24
9750,51,30
9751,73,68
9752,7,42
9753,6,65
9754,73,9
9755,47,22
9756,47,0
9757,21,62
9758,68,54
9759,54,67
9760,42,79
9761,3,72
9762,20,39
9763,62,35
9764,71,54
9765,15,30
9766,19,18
9767,14,0
9768,33,46
9769,46,0
9770,78,21
9771,74,27
9772,54,1
9773,42,2
9774,33,35
9775,4,53
9776,48,24
9777,77,46
9778,21,22
9779,7,54
9780,20,72
9781,77,20
9782,26,34
9783,9,69
9784,13,30
9785,26,9
9786,14,61
9787,28,78
9788,10,4
9789,73,70
9790,27,57
9791,0,56
9792,31,32
9793,65,14
9794,24,63
9795,67,9
9796,47,33
9797,61,5
9798,45,67
9799,65,16
9800,45,48
9801,1,11
9802,45,20
9803,57,51
9804,38,42
9805,30,13
9806,1,20
9807,44,76
9808,7,50
9809,38,17
9810,4,38
9811,60,67
9812,68,6
9813,34,43
9814,7,46
9815,16,61
9816,56,17
9817,56,20
9818,55,46
9819,41,8
9820,33,20
9821,67,41
9822,6,69
9823,5,39
9824,38,27
9825,8,77
9826,6,18
9827,20,17
9828,69,74
9829,42,52
9830,31,18
9831,65,64
9832,49,40
9833,40,37
9834,59,17
9835,0,24
9836,25,19
9837,16,48
9838,48,71
9839,16,12
9840,51,75
9841,28,3
9842,31,30
9843,48,49
9844,75,13
9845,54,26
9846,62,64
9847,50,14
9848,12,2
9849,12,45
9850,21,15
9851,40,35
9852,4,46
9853,41,11
9854,38,40
9855,57,69
9856,32,55
9857,75,35
9858,38,36
9859,45,37
9860,8,44
9861,33,7
9862,56,37
9863,77,40
9864,10,11
9865,61,52
9866,54,29
9867,77,16
9868,69,74
9869,74,8
9870,29,14
9871,71,8
9872,8,68
9873,37,59
9874,35,30
9875,8,71
9876,64,72
9877,57,40
9878,0,2
9879,56,3
9880,22,52
9881,46,42
9882,67,0
9883,14,56
9884,32,39
9885,21,36
9886,73,18
9887,47,1
9888,79,8
9889,37,49
9890,5,64
9891,3,68
9892,41,6
9893,37,58
9894,78,4
9895,66,28
9896,33,61
9897,35,50
9898,69,37
9899,31,5
9900,54,49
9901,28,69
9902,47,51
9903,32,15
9904,65,46
9905,11,34
9906,66,35
9907,59,35
9908,59,28
9909,13,64
9910,57,25
9911,5,55
9912,77,53
9913,35,9
9914,30,41
9915,14,64
9916,70,63
9917,71,17
9918,20,61
9919,28,1
9920,12,53
9921,4,76
9922,48,77
9923,58,41
9924,24,65
9925,33,18
9926,14,49
9927,50,16
9928,42,23
9929,7,5
9930,3,55
9931,43,15
9932,78,22
9933,65,19
9934,37,59
9935,32,29
9936,63,50
9937,58,76
9938,34,15
9939,3,71
9940,22,7
9941,11,13
9942,77,1
9943,72,78
9944,7,27
9945,51,10
9946,12,16
9947,10,23
9948,63,14
9949,44,75
9950,45,71
9951,50,61
9952,12,9
9953,28,2
9954,5,39
9955,69,56
9956,53,28
9957,9,76
9958,68,52
9959,17,6
9960,31,50
9961,30,18
9962,13,79
9963,52,25
9964,77,23
9965,35,11
9966,41,58
9967,10,16
9968,36,0
9969,34,77
9970,52,74
9971,27,17
9972,10,9
9973,14,68
9974,79,4
9975,25,42
9976,75,42
9977,33,14
9978,4,61
9979,5,24
9980,61,53
9981,79,41
9982,41,47
9983,37,19
9984,74,26
9985,45,72
9986,9,45
9987,60,73
9988,75,6
9989,28,20
9990,74,28
9991,11,0
9992,51,74
9993,29,27
9994,50,22
9995,38,29
9996,0,71
9997,10,38
9998,61,79
9999,14,25
10000,68,72
10001,68,25
10002,46,9
10003,5,22
10004,7,0
10005,74,79
10006,76,48
10007,68,35
10008,33,40
10009,64,59
10010,53,3
10011,38,58
10012,39,28
10013,75,6
10014,55,0
10015,67,49
10016,49,56
10017,61,5
10018,19,75
10019,25,7
10020,77,24
10021,62,10
10022,38,33
10023,35,33
10024,34,39
10025,57,40
10026,15,70
10027,4,45
10028,55,15
10029,0,13
10030,18,48
10031,72,26
10032,59,65
10033,19,0
10034,1,52
10035,72,19
10036,8,79
10037,67,57
10038,73,18
10039,33,19
10040,51,76
10041,14,38
10042,70,41
10043,52,39
10044,40,76
10045,56,48
10046,36,41
10047,19,66
10048,9,48
10049,52,33
10050,39,22
10051,73,61
10052,41,15
10053,23,30
10054,7,1
10055,27,24
10056,70,74
10057,24,76
10058,17,74
10059,69,40
10060,58,53
10061,73,37
10062,61,71
10063,45,29
10064,59,79
10065,44,19
10066,19,17
10067,23,36
10068,50,13
10069,53,30
10070,43,27
10071,74,47
10072,14,31
10073,1,15
10074,23,14
10075,76,75
10076,47,34
10077,12,31
10078,35,68
10079,7,5
10080,55,7
10081,38,5
10082,18,22
10083,22,74
10084,54,13
10085,11,0
10086,10,40
10087,55,47
10088,53,73
10089,71,2
10090,19,15
10091,28,11
10092,61,66
10093,71,77
10094,12,47
10095,78,10
10096,21,34
10097,64,77
10098,6,28
10099,10,6
10100,39,63
10101,24,47
10102,23,62
10103,57,77
10104,62,71
10105,37,40
10106,40,23
10107,38,28
10108,27,67
10109,12,73
10110,34,45
10111,69,77
10112,72,13
10113,2,63
10114,36,21
10115,24,6
10116,38,70
10117,37,30
10118,27,8
10119,17,12
10120,75,0
10121,71,20
10122,44,39
10123,56,47
10124,72,28
10125,10,20
10126,69,18
10127,71,66
10128,64,25
10129,31,35
